,brand_name,entree,side,dessert,calories,total_fat,carbs,sugar,protein,saturated_fat,cholesterol,sodium,meal_type,tag
3501,McDonald's,Bagel Plain,Mac N Cheese,,390.0,6.0,66.0,9.0,16.0,2.5,10.0,740.0,entree_side,breakfast
3503,McDonald's,Bagel Plain,Mozzarella Sticks (3 Piece),,450.0,12.0,68.0,6.0,18.0,4.0,20.0,960.0,entree_side,breakfast
3504,McDonald's,Bagel Plain,Medium French Fries,,600.0,18.0,94.0,5.0,14.0,2.0,0.0,730.0,entree_side,breakfast
3505,McDonald's,Bagel Plain,McCheddar Potato Bites (8 piece),,530.0,15.0,81.0,7.0,16.0,3.5,10.0,1210.0,entree_side,breakfast
3506,McDonald's,Bagel Plain,Chicken Noodle Soup,,360.0,3.5,61.0,5.0,21.0,0.0,15.0,1380.0,entree_side,breakfast
3508,McDonald's,Bagel Plain,McCheddar Potato Bites (12 piece),,660.0,22.0,97.0,8.0,19.0,5.0,15.0,1570.0,entree_side,breakfast
3511,McDonald's,Bagel Plain,Large French Fries,,770.0,26.0,116.0,5.0,17.0,3.5,0.0,850.0,entree_side,breakfast
3514,McDonald's,Bagel Plain,Spam Side Order,,450.0,18.0,51.0,6.0,18.0,6.0,45.0,1160.0,entree_side,breakfast
3515,McDonald's,Bagel Plain,"Gilroy Garlic Fries, Medium",,680.0,25.0,98.0,6.0,18.0,4.5,0.0,1000.0,entree_side,breakfast
3518,McDonald's,Bagel Plain,Side Salad,,275.0,2.0,53.0,6.0,11.0,0.0,0.0,515.0,entree_side,breakfast
3523,McDonald's,Bagel Plain,Hash Browns,,410.0,11.0,66.0,5.0,11.0,1.5,0.0,820.0,entree_side,breakfast
3524,McDonald's,Bagel Plain,Kids Fries,,370.0,7.0,65.0,5.0,11.0,1.0,0.0,580.0,entree_side,breakfast
3551,McDonald's,Bacon and White Cheddar Cheese McMuffin,Mac N Cheese,,480.0,20.0,46.0,7.0,26.0,9.5,265.0,1010.0,entree_side,breakfast
3552,McDonald's,Bacon and White Cheddar Cheese McMuffin,Cuties,,385.0,16.0,38.0,9.0,20.0,7.0,255.0,770.0,entree_side,breakfast
3553,McDonald's,Bacon and White Cheddar Cheese McMuffin,Mozzarella Sticks (3 Piece),,540.0,26.0,48.0,4.0,28.0,11.0,275.0,1230.0,entree_side,breakfast
3556,McDonald's,Bacon and White Cheddar Cheese McMuffin,Chicken Noodle Soup,,450.0,17.5,41.0,3.0,31.0,7.0,270.0,1650.0,entree_side,breakfast
3568,McDonald's,Bacon and White Cheddar Cheese McMuffin,Side Salad,,365.0,16.0,33.0,4.0,21.0,7.0,255.0,785.0,entree_side,breakfast
3573,McDonald's,Bacon and White Cheddar Cheese McMuffin,Hash Browns,,500.0,25.0,46.0,3.0,21.0,8.5,255.0,1090.0,entree_side,breakfast
3574,McDonald's,Bacon and White Cheddar Cheese McMuffin,Kids Fries,,460.0,21.0,45.0,3.0,21.0,8.0,255.0,850.0,entree_side,breakfast
3581,McDonald's,Quarter Pounder New York,Chicken Noodle Soup,,530.0,21.5,49.0,9.0,37.0,8.0,90.0,1580.0,entree_side,none
3599,McDonald's,Quarter Pounder New York,Kids Fries,,540.0,25.0,53.0,9.0,27.0,9.0,75.0,780.0,entree_side,none
3850,McDonald's,Chicken McNuggets (4 piece),Small French Fries,,410.0,22.0,40.0,0.0,13.0,3.5,30.0,500.0,entree_side,none
3851,McDonald's,Chicken McNuggets (4 piece),Mac N Cheese,,310.0,15.0,27.0,4.0,16.0,4.5,40.0,580.0,entree_side,none
3852,McDonald's,Chicken McNuggets (4 piece),Cuties,,215.0,11.0,19.0,6.0,10.0,2.0,30.0,340.0,entree_side,none
3853,McDonald's,Chicken McNuggets (4 piece),Mozzarella Sticks (3 Piece),,370.0,21.0,29.0,1.0,18.0,6.0,50.0,800.0,entree_side,none
3855,McDonald's,Chicken McNuggets (4 piece),McCheddar Potato Bites (8 piece),,450.0,24.0,42.0,2.0,16.0,5.5,40.0,1050.0,entree_side,none
3856,McDonald's,Chicken McNuggets (4 piece),Chicken Noodle Soup,,280.0,12.5,22.0,0.0,21.0,2.0,45.0,1220.0,entree_side,none
3866,McDonald's,Chicken McNuggets (4 piece),Plain Gourmet Pretzel Twist,,650.0,18.0,101.0,4.0,23.0,3.5,30.0,810.0,entree_side,none
3868,McDonald's,Chicken McNuggets (4 piece),Side Salad,,195.0,11.0,14.0,1.0,11.0,2.0,30.0,355.0,entree_side,none
3871,McDonald's,Chicken McNuggets (4 piece),Gourmet Twist Hot Pretzel with Butter Salt,,660.0,19.0,101.0,4.0,23.0,3.5,30.0,1320.0,entree_side,none
3872,McDonald's,Chicken McNuggets (4 piece),Apple Slices,,215.0,11.0,20.0,7.0,10.0,2.0,30.0,340.0,entree_side,none
3873,McDonald's,Chicken McNuggets (4 piece),Hash Browns,,330.0,20.0,27.0,0.0,11.0,3.5,30.0,660.0,entree_side,none
3874,McDonald's,Chicken McNuggets (4 piece),Kids Fries,,290.0,16.0,26.0,0.0,11.0,3.0,30.0,420.0,entree_side,none
3902,Burger King,"Bacon, Egg & Cheese Biscuit",Cuties,,415.0,23.0,37.0,8.0,13.0,5.0,140.0,1230.0,entree_side,breakfast
3906,Burger King,"Bacon, Egg & Cheese Biscuit",Chicken Noodle Soup,,480.0,24.5,40.0,2.0,24.0,5.0,155.0,2110.0,entree_side,breakfast
3918,Burger King,"Bacon, Egg & Cheese Biscuit",Side Salad,,395.0,23.0,32.0,3.0,14.0,5.0,140.0,1245.0,entree_side,breakfast
3922,Burger King,"Bacon, Egg & Cheese Biscuit",Apple Slices,,415.0,23.0,38.0,9.0,13.0,5.0,140.0,1230.0,entree_side,breakfast
4031,McDonald's,Southern Style Chicken Scratch Biscuit Pressure Fried,Chicken Noodle Soup,,560.0,24.5,60.0,4.0,26.0,8.0,90.0,2040.0,entree_side,breakfast
4043,McDonald's,Southern Style Chicken Scratch Biscuit Pressure Fried,Side Salad,,475.0,23.0,52.0,5.0,16.0,8.0,75.0,1175.0,entree_side,breakfast
4052,McDonald's,Biscuit and Gravy,Cuties,,475.0,25.0,51.0,9.0,10.0,10.0,20.0,1270.0,entree_side,breakfast
4056,McDonald's,Biscuit and Gravy,Chicken Noodle Soup,,540.0,26.5,54.0,3.0,21.0,10.0,35.0,2150.0,entree_side,breakfast
4068,McDonald's,Biscuit and Gravy,Side Salad,,455.0,25.0,46.0,4.0,11.0,10.0,20.0,1285.0,entree_side,breakfast
4150,McDonald's,Lobster Roll,Small French Fries,,520.0,16.0,64.0,3.0,27.0,3.0,65.0,790.0,entree_side,none
4151,McDonald's,Lobster Roll,Mac N Cheese,,420.0,9.0,51.0,7.0,30.0,4.0,75.0,870.0,entree_side,none
4152,McDonald's,Lobster Roll,Cuties,,325.0,5.0,43.0,9.0,24.0,1.5,65.0,630.0,entree_side,none
4153,McDonald's,Lobster Roll,Mozzarella Sticks (3 Piece),,480.0,15.0,53.0,4.0,32.0,5.5,85.0,1090.0,entree_side,none
4154,McDonald's,Lobster Roll,Medium French Fries,,630.0,21.0,79.0,3.0,28.0,3.5,65.0,860.0,entree_side,none
4155,McDonald's,Lobster Roll,McCheddar Potato Bites (8 piece),,560.0,18.0,66.0,5.0,30.0,5.0,75.0,1340.0,entree_side,none
4156,McDonald's,Lobster Roll,Chicken Noodle Soup,,390.0,6.5,46.0,3.0,35.0,1.5,80.0,1510.0,entree_side,none
4158,McDonald's,Lobster Roll,McCheddar Potato Bites (12 piece),,690.0,25.0,82.0,6.0,33.0,6.5,80.0,1700.0,entree_side,none
4164,McDonald's,Lobster Roll,Spam Side Order,,480.0,21.0,36.0,4.0,32.0,7.5,110.0,1290.0,entree_side,none
4168,McDonald's,Lobster Roll,Side Salad,,305.0,5.0,38.0,4.0,25.0,1.5,65.0,645.0,entree_side,none
4173,McDonald's,Lobster Roll,Hash Browns,,440.0,14.0,51.0,3.0,25.0,3.0,65.0,950.0,entree_side,none
4174,McDonald's,Lobster Roll,Kids Fries,,400.0,10.0,50.0,3.0,25.0,2.5,65.0,710.0,entree_side,none
4175,McDonald's,Cheeseburger New York,Small French Fries,,530.0,23.0,62.0,7.0,18.0,6.5,40.0,830.0,entree_side,none
4178,McDonald's,Cheeseburger New York,Mozzarella Sticks (3 Piece),,490.0,22.0,51.0,8.0,23.0,9.0,60.0,1130.0,entree_side,none
4180,McDonald's,Cheeseburger New York,McCheddar Potato Bites (8 piece),,570.0,25.0,64.0,9.0,21.0,8.5,50.0,1380.0,entree_side,none
4181,McDonald's,Cheeseburger New York,Chicken Noodle Soup,,400.0,13.5,44.0,7.0,26.0,5.0,55.0,1550.0,entree_side,none
4193,McDonald's,Cheeseburger New York,Side Salad,,315.0,12.0,36.0,8.0,16.0,5.0,40.0,685.0,entree_side,none
4198,McDonald's,Cheeseburger New York,Hash Browns,,450.0,21.0,49.0,7.0,16.0,6.5,40.0,990.0,entree_side,none
4199,McDonald's,Cheeseburger New York,Kids Fries,,410.0,17.0,48.0,7.0,16.0,6.0,40.0,750.0,entree_side,none
4206,McDonald's,Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,Chicken Noodle Soup,,570.0,19.5,51.0,7.0,49.0,5.0,130.0,2330.0,entree_side,none
4218,McDonald's,Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,Side Salad,,485.0,18.0,43.0,8.0,39.0,5.0,115.0,1465.0,entree_side,none
4224,McDonald's,Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,Kids Fries,,580.0,23.0,55.0,7.0,39.0,6.0,115.0,1530.0,entree_side,none
4251,McDonald's,Bacon Biscuit,Mac N Cheese,,470.0,21.0,52.0,7.0,16.0,11.5,30.0,1250.0,entree_side,breakfast
4252,McDonald's,Bacon Biscuit,Cuties,,375.0,17.0,44.0,9.0,10.0,9.0,20.0,1010.0,entree_side,breakfast
4256,McDonald's,Bacon Biscuit,Chicken Noodle Soup,,440.0,18.5,47.0,3.0,21.0,9.0,35.0,1890.0,entree_side,breakfast
4268,McDonald's,Bacon Biscuit,Side Salad,,355.0,17.0,39.0,4.0,11.0,9.0,20.0,1025.0,entree_side,breakfast
4273,McDonald's,Bacon Biscuit,Hash Browns,,490.0,26.0,52.0,3.0,11.0,10.5,20.0,1330.0,entree_side,breakfast
4274,McDonald's,Bacon Biscuit,Kids Fries,,450.0,22.0,51.0,3.0,11.0,10.0,20.0,1090.0,entree_side,breakfast
4331,McDonald's,Sriracha Artisan Grilled Chicken on Sesame Seed Bun,Chicken Noodle Soup,,610.0,21.5,57.0,9.0,50.0,4.5,130.0,2340.0,entree_side,none
4349,McDonald's,Sriracha Artisan Grilled Chicken on Sesame Seed Bun,Kids Fries,,620.0,25.0,61.0,9.0,40.0,5.5,115.0,1540.0,entree_side,none
4350,McDonald's,McChicken Hot 'N Spicy Patty,Small French Fries,,390.0,21.0,40.0,0.0,12.0,3.5,35.0,460.0,entree_side,none
4351,McDonald's,McChicken Hot 'N Spicy Patty,Mac N Cheese,,290.0,14.0,27.0,4.0,15.0,4.5,45.0,540.0,entree_side,none
4352,McDonald's,McChicken Hot 'N Spicy Patty,Cuties,,195.0,10.0,19.0,6.0,9.0,2.0,35.0,300.0,entree_side,none
4353,McDonald's,McChicken Hot 'N Spicy Patty,Mozzarella Sticks (3 Piece),,350.0,20.0,29.0,1.0,17.0,6.0,55.0,760.0,entree_side,none
4354,McDonald's,McChicken Hot 'N Spicy Patty,Medium French Fries,,500.0,26.0,55.0,0.0,13.0,4.0,35.0,530.0,entree_side,none
4355,McDonald's,McChicken Hot 'N Spicy Patty,McCheddar Potato Bites (8 piece),,430.0,23.0,42.0,2.0,15.0,5.5,45.0,1010.0,entree_side,none
4356,McDonald's,McChicken Hot 'N Spicy Patty,Chicken Noodle Soup,,260.0,11.5,22.0,0.0,20.0,2.0,50.0,1180.0,entree_side,none
4364,McDonald's,McChicken Hot 'N Spicy Patty,Spam Side Order,,350.0,26.0,12.0,1.0,17.0,8.0,80.0,960.0,entree_side,none
4366,McDonald's,McChicken Hot 'N Spicy Patty,Plain Gourmet Pretzel Twist,,630.0,17.0,101.0,4.0,22.0,3.5,35.0,770.0,entree_side,none
4368,McDonald's,McChicken Hot 'N Spicy Patty,Side Salad,,175.0,10.0,14.0,1.0,10.0,2.0,35.0,315.0,entree_side,none
4371,McDonald's,McChicken Hot 'N Spicy Patty,Gourmet Twist Hot Pretzel with Butter Salt,,640.0,18.0,101.0,4.0,22.0,3.5,35.0,1280.0,entree_side,none
4372,McDonald's,McChicken Hot 'N Spicy Patty,Apple Slices,,195.0,10.0,20.0,7.0,9.0,2.0,35.0,300.0,entree_side,none
4373,McDonald's,McChicken Hot 'N Spicy Patty,Hash Browns,,310.0,19.0,27.0,0.0,10.0,3.5,35.0,620.0,entree_side,none
4374,McDonald's,McChicken Hot 'N Spicy Patty,Kids Fries,,270.0,15.0,26.0,0.0,10.0,3.0,35.0,380.0,entree_side,none
4392,Wendy's,Grilled Chicken Wrap,"Natural-Cut Fries, Small",,590.0,25.0,67.0,3.0,25.0,6.0,55.0,960.0,entree_side,none
4395,Wendy's,Grilled Chicken Wrap,"Chili, Small",,440.0,15.0,40.0,9.0,35.0,5.5,90.0,1420.0,entree_side,none
4399,Wendy's,Grilled Chicken Wrap,Kids' Natural Cut Fries,,500.0,20.0,54.0,3.0,23.0,5.5,55.0,870.0,entree_side,none
4402,Wendy's,Grilled Chicken Wrap,Plain Baked Potato,,540.0,10.0,85.0,6.0,27.0,3.5,55.0,665.0,entree_side,none
4403,Wendy's,Grilled Chicken Wrap,Sour Cream & Chive Baked Potato,,580.0,12.5,87.0,7.0,28.0,5.0,65.0,675.0,entree_side,none
4404,Wendy's,Grilled Chicken Wrap,Seasoned Home Style Potatoes,,500.0,18.0,59.0,3.0,23.0,5.0,55.0,1320.0,entree_side,none
4418,Wendy's,"Spicy Chicken Caesar Salad, Half Size",Plain Baked Potato,,680.0,24.0,90.0,7.0,30.0,7.0,80.0,1015.0,entree_side,none
4419,Wendy's,"Spicy Chicken Caesar Salad, Half Size",Sour Cream & Chive Baked Potato,,720.0,26.5,92.0,8.0,31.0,8.5,90.0,1025.0,entree_side,none
4450,Wendy's,Artisan Egg Sandwich with Applewood Smoked Bacon,Plain Baked Potato,,630.0,19.0,90.0,7.0,27.0,8.0,250.0,775.0,entree_side,breakfast
4451,Wendy's,Artisan Egg Sandwich with Applewood Smoked Bacon,Sour Cream & Chive Baked Potato,,670.0,21.5,92.0,8.0,28.0,9.5,260.0,785.0,entree_side,breakfast
4487,Wendy's,Kids' 4-Piece Chicken Nuggets,Apple Slices,,205.0,11.0,19.0,7.0,9.0,2.0,35.0,340.0,entree_side,none
4488,Wendy's,Kids' 4-Piece Chicken Nuggets,"Natural-Cut Fries, Small",,490.0,26.0,53.0,0.0,14.0,4.5,35.0,660.0,entree_side,none
4491,Wendy's,Kids' 4-Piece Chicken Nuggets,"Chili, Small",,340.0,16.0,26.0,6.0,24.0,4.0,70.0,1120.0,entree_side,none
4494,Wendy's,Kids' 4-Piece Chicken Nuggets,Broccoli Cheese Baked Potato,,600.0,22.0,80.0,7.0,24.0,8.0,60.0,910.0,entree_side,none
4495,Wendy's,Kids' 4-Piece Chicken Nuggets,Kids' Natural Cut Fries,,400.0,21.0,40.0,0.0,12.0,4.0,35.0,570.0,entree_side,none
4496,Wendy's,Kids' 4-Piece Chicken Nuggets,Kids' Apples Slices,,205.0,11.0,19.0,7.0,9.0,2.0,35.0,340.0,entree_side,none
4498,Wendy's,Kids' 4-Piece Chicken Nuggets,Plain Baked Potato,,440.0,11.0,71.0,3.0,16.0,2.0,35.0,365.0,entree_side,none
4499,Wendy's,Kids' 4-Piece Chicken Nuggets,Sour Cream & Chive Baked Potato,,480.0,13.5,73.0,4.0,17.0,3.5,45.0,375.0,entree_side,none
4500,Wendy's,Kids' 4-Piece Chicken Nuggets,Seasoned Home Style Potatoes,,400.0,19.0,45.0,0.0,12.0,3.5,35.0,1020.0,entree_side,none
4511,Wendy's,Jr. Cheeseburger,Kids' Natural Cut Fries,,510.0,23.0,55.0,5.0,19.0,8.0,50.0,970.0,entree_side,none
4514,Wendy's,Jr. Cheeseburger,Plain Baked Potato,,550.0,13.0,86.0,8.0,23.0,6.0,50.0,765.0,entree_side,none
4515,Wendy's,Jr. Cheeseburger,Sour Cream & Chive Baked Potato,,590.0,15.5,88.0,9.0,24.0,7.5,60.0,775.0,entree_side,none
4516,Wendy's,Jr. Cheeseburger,Seasoned Home Style Potatoes,,510.0,21.0,60.0,5.0,19.0,7.5,50.0,1420.0,entree_side,none
4530,Wendy's,Jr. Bacon Cheeseburger,Plain Baked Potato,,650.0,22.0,87.0,8.0,26.0,8.0,65.0,795.0,entree_side,breakfast
4531,Wendy's,Jr. Bacon Cheeseburger,Sour Cream & Chive Baked Potato,,690.0,24.5,89.0,9.0,27.0,9.5,75.0,805.0,entree_side,breakfast
4551,Wendy's,Spicy Chicken Wrap,Apple Slices,,405.0,20.0,39.0,9.0,18.0,5.0,50.0,850.0,entree_side,none
4555,Wendy's,Spicy Chicken Wrap,"Chili, Small",,540.0,25.0,46.0,8.0,33.0,7.0,85.0,1630.0,entree_side,none
4560,Wendy's,Spicy Chicken Wrap,Kids' Apples Slices,,405.0,20.0,39.0,9.0,18.0,5.0,50.0,850.0,entree_side,none
4562,Wendy's,Spicy Chicken Wrap,Plain Baked Potato,,640.0,20.0,91.0,5.0,25.0,5.0,50.0,875.0,entree_side,none
4563,Wendy's,Spicy Chicken Wrap,Sour Cream & Chive Baked Potato,,680.0,22.5,93.0,6.0,26.0,6.5,60.0,885.0,entree_side,none
4599,Wendy's,1/4 lb. Hamburger Patty,Apple Slices,,275.0,18.0,9.0,7.0,20.0,7.0,75.0,280.0,entree_side,none
4603,Wendy's,1/4 lb. Hamburger Patty,"Chili, Small",,410.0,23.0,16.0,6.0,35.0,9.0,110.0,1060.0,entree_side,none
4608,Wendy's,1/4 lb. Hamburger Patty,Kids' Apples Slices,,275.0,18.0,9.0,7.0,20.0,7.0,75.0,280.0,entree_side,none
4610,Wendy's,1/4 lb. Hamburger Patty,Plain Baked Potato,,510.0,18.0,61.0,3.0,27.0,7.0,75.0,305.0,entree_side,none
4611,Wendy's,1/4 lb. Hamburger Patty,Sour Cream & Chive Baked Potato,,550.0,20.5,63.0,4.0,28.0,8.5,85.0,315.0,entree_side,none
4612,Wendy's,1/4 lb. Hamburger Patty,Seasoned Home Style Potatoes,,470.0,26.0,35.0,0.0,23.0,8.5,75.0,960.0,entree_side,none
4615,Wendy's,Homestyle Chicken Breast,Apple Slices,,315.0,13.0,26.0,7.0,23.0,2.5,70.0,710.0,entree_side,none
4619,Wendy's,Homestyle Chicken Breast,"Chili, Small",,450.0,18.0,33.0,6.0,38.0,4.5,105.0,1490.0,entree_side,none
4622,Wendy's,Homestyle Chicken Breast,Broccoli Cheese Baked Potato,,710.0,24.0,87.0,7.0,38.0,8.5,95.0,1280.0,entree_side,none
4623,Wendy's,Homestyle Chicken Breast,Kids' Natural Cut Fries,,510.0,23.0,47.0,0.0,26.0,4.5,70.0,940.0,entree_side,none
4624,Wendy's,Homestyle Chicken Breast,Kids' Apples Slices,,315.0,13.0,26.0,7.0,23.0,2.5,70.0,710.0,entree_side,none
4626,Wendy's,Homestyle Chicken Breast,Plain Baked Potato,,550.0,13.0,78.0,3.0,30.0,2.5,70.0,735.0,entree_side,none
4627,Wendy's,Homestyle Chicken Breast,Sour Cream & Chive Baked Potato,,590.0,15.5,80.0,4.0,31.0,4.0,80.0,745.0,entree_side,none
4628,Wendy's,Homestyle Chicken Breast,Seasoned Home Style Potatoes,,510.0,21.0,52.0,0.0,26.0,4.0,70.0,1390.0,entree_side,none
4674,Wendy's,Garden Side Salad with Ranch Dressing,Plain Baked Potato,,530.0,18.0,80.0,7.0,14.0,4.5,20.0,485.0,entree_side,none
4675,Wendy's,Garden Side Salad with Ranch Dressing,Sour Cream & Chive Baked Potato,,570.0,20.5,82.0,8.0,15.0,6.0,30.0,495.0,entree_side,none
4676,Wendy's,Garden Side Salad with Ranch Dressing,Seasoned Home Style Potatoes,,490.0,26.0,54.0,4.0,10.0,6.0,20.0,1140.0,entree_side,none
4679,Wendy's,6-Piece Chicken Nuggets,Apple Slices,,285.0,16.0,23.0,7.0,13.0,3.5,50.0,510.0,entree_side,none
4683,Wendy's,6-Piece Chicken Nuggets,"Chili, Small",,420.0,21.0,30.0,6.0,28.0,5.5,85.0,1290.0,entree_side,none
4687,Wendy's,6-Piece Chicken Nuggets,Kids' Natural Cut Fries,,480.0,26.0,44.0,0.0,16.0,5.5,50.0,740.0,entree_side,none
4688,Wendy's,6-Piece Chicken Nuggets,Kids' Apples Slices,,285.0,16.0,23.0,7.0,13.0,3.5,50.0,510.0,entree_side,none
4690,Wendy's,6-Piece Chicken Nuggets,Plain Baked Potato,,520.0,16.0,75.0,3.0,20.0,3.5,50.0,535.0,entree_side,none
4691,Wendy's,6-Piece Chicken Nuggets,Sour Cream & Chive Baked Potato,,560.0,18.5,77.0,4.0,21.0,5.0,60.0,545.0,entree_side,none
4692,Wendy's,6-Piece Chicken Nuggets,Seasoned Home Style Potatoes,,480.0,24.0,49.0,0.0,16.0,5.0,50.0,1190.0,entree_side,none
4712,Wendy's,Kids' Grilled Chicken Wrap,"Natural-Cut Fries, Small",,590.0,25.0,67.0,3.0,25.0,6.0,55.0,960.0,entree_side,none
4715,Wendy's,Kids' Grilled Chicken Wrap,"Chili, Small",,440.0,15.0,40.0,9.0,35.0,5.5,90.0,1420.0,entree_side,none
4719,Wendy's,Kids' Grilled Chicken Wrap,Kids' Natural Cut Fries,,500.0,20.0,54.0,3.0,23.0,5.5,55.0,870.0,entree_side,none
4722,Wendy's,Kids' Grilled Chicken Wrap,Plain Baked Potato,,540.0,10.0,85.0,6.0,27.0,3.5,55.0,665.0,entree_side,none
4723,Wendy's,Kids' Grilled Chicken Wrap,Sour Cream & Chive Baked Potato,,580.0,12.5,87.0,7.0,28.0,5.0,65.0,675.0,entree_side,none
4724,Wendy's,Kids' Grilled Chicken Wrap,Seasoned Home Style Potatoes,,500.0,18.0,59.0,3.0,23.0,5.0,55.0,1320.0,entree_side,none
4744,Wendy's,Kids' Hamburger,"Natural-Cut Fries, Small",,560.0,24.0,67.0,5.0,18.0,6.0,40.0,740.0,entree_side,none
4751,Wendy's,Kids' Hamburger,Kids' Natural Cut Fries,,470.0,19.0,54.0,5.0,16.0,5.5,40.0,650.0,entree_side,none
4754,Wendy's,Kids' Hamburger,Plain Baked Potato,,510.0,9.0,85.0,8.0,20.0,3.5,40.0,445.0,entree_side,none
4755,Wendy's,Kids' Hamburger,Sour Cream & Chive Baked Potato,,550.0,11.5,87.0,9.0,21.0,5.0,50.0,455.0,entree_side,none
4756,Wendy's,Kids' Hamburger,Seasoned Home Style Potatoes,,470.0,17.0,59.0,5.0,16.0,5.0,40.0,1100.0,entree_side,none
4759,Wendy's,3-Piece Chicken Tenders,Apple Slices,,335.0,14.0,29.0,7.0,22.0,2.5,70.0,920.0,entree_side,none
4763,Wendy's,3-Piece Chicken Tenders,"Chili, Small",,470.0,19.0,36.0,6.0,37.0,4.5,105.0,1700.0,entree_side,none
4766,Wendy's,3-Piece Chicken Tenders,Broccoli Cheese Baked Potato,,730.0,25.0,90.0,7.0,37.0,8.5,95.0,1490.0,entree_side,none
4767,Wendy's,3-Piece Chicken Tenders,Kids' Natural Cut Fries,,530.0,24.0,50.0,0.0,25.0,4.5,70.0,1150.0,entree_side,none
4768,Wendy's,3-Piece Chicken Tenders,Kids' Apples Slices,,335.0,14.0,29.0,7.0,22.0,2.5,70.0,920.0,entree_side,none
4770,Wendy's,3-Piece Chicken Tenders,Plain Baked Potato,,570.0,14.0,81.0,3.0,29.0,2.5,70.0,945.0,entree_side,none
4771,Wendy's,3-Piece Chicken Tenders,Sour Cream & Chive Baked Potato,,610.0,16.5,83.0,4.0,30.0,4.0,80.0,955.0,entree_side,none
4772,Wendy's,3-Piece Chicken Tenders,Seasoned Home Style Potatoes,,530.0,22.0,55.0,0.0,25.0,4.0,70.0,1600.0,entree_side,none
4818,Wendy's,Jr. Cheeseburger Deluxe,Plain Baked Potato,,600.0,19.0,88.0,9.0,23.0,7.0,55.0,765.0,entree_side,none
4831,Wendy's,Homestyle Chicken Wrap,Kids' Natural Cut Fries,,570.0,26.0,62.0,4.0,20.0,2.5,50.0,1050.0,entree_side,none
4834,Wendy's,Homestyle Chicken Wrap,Plain Baked Potato,,610.0,16.0,93.0,7.0,24.0,0.5,50.0,845.0,entree_side,none
4835,Wendy's,Homestyle Chicken Wrap,Sour Cream & Chive Baked Potato,,650.0,18.5,95.0,8.0,25.0,2.0,60.0,855.0,entree_side,none
4836,Wendy's,Homestyle Chicken Wrap,Seasoned Home Style Potatoes,,570.0,24.0,67.0,4.0,20.0,2.0,50.0,1500.0,entree_side,none
4855,Wendy's,Jr. Hamburger Patty,Apple Slices,,145.0,8.0,9.0,7.0,9.0,3.5,40.0,130.0,entree_side,none
4856,Wendy's,Jr. Hamburger Patty,"Natural-Cut Fries, Small",,430.0,23.0,43.0,0.0,14.0,6.0,40.0,450.0,entree_side,none
4857,Wendy's,Jr. Hamburger Patty,Bacon Cheese Baked Potato,,590.0,25.0,66.0,6.0,26.0,10.5,80.0,910.0,entree_side,breakfast
4859,Wendy's,Jr. Hamburger Patty,"Chili, Small",,280.0,13.0,16.0,6.0,24.0,5.5,75.0,910.0,entree_side,none
4862,Wendy's,Jr. Hamburger Patty,Broccoli Cheese Baked Potato,,540.0,19.0,70.0,7.0,24.0,9.5,65.0,700.0,entree_side,none
4863,Wendy's,Jr. Hamburger Patty,Kids' Natural Cut Fries,,340.0,18.0,30.0,0.0,12.0,5.5,40.0,360.0,entree_side,none
4864,Wendy's,Jr. Hamburger Patty,Kids' Apples Slices,,145.0,8.0,9.0,7.0,9.0,3.5,40.0,130.0,entree_side,none
4866,Wendy's,Jr. Hamburger Patty,Plain Baked Potato,,380.0,8.0,61.0,3.0,16.0,3.5,40.0,155.0,entree_side,none
4867,Wendy's,Jr. Hamburger Patty,Sour Cream & Chive Baked Potato,,420.0,10.5,63.0,4.0,17.0,5.0,50.0,165.0,entree_side,none
4868,Wendy's,Jr. Hamburger Patty,Seasoned Home Style Potatoes,,340.0,16.0,35.0,0.0,12.0,5.0,40.0,810.0,entree_side,none
4872,Wendy's,Jr. Sandwich Bun,"Natural-Cut Fries, Small",,440.0,16.5,66.0,4.0,9.0,2.5,0.0,530.0,entree_side,none
4879,Wendy's,Jr. Sandwich Bun,Kids' Natural Cut Fries,,350.0,11.5,53.0,4.0,7.0,2.0,0.0,440.0,entree_side,none
4881,Wendy's,Jr. Sandwich Bun,"Natural-Cut Fries, Large",,650.0,25.5,93.0,4.0,11.0,4.5,0.0,730.0,entree_side,none
4882,Wendy's,Jr. Sandwich Bun,Plain Baked Potato,,390.0,1.5,84.0,7.0,11.0,0.0,0.0,235.0,entree_side,none
4883,Wendy's,Jr. Sandwich Bun,Sour Cream & Chive Baked Potato,,430.0,4.0,86.0,8.0,12.0,1.5,10.0,245.0,entree_side,none
4884,Wendy's,Jr. Sandwich Bun,Seasoned Home Style Potatoes,,350.0,9.5,58.0,4.0,7.0,1.5,0.0,890.0,entree_side,none
4887,Wendy's,Grilled Chicken Breast,Apple Slices,,165.0,2.0,9.0,7.0,29.0,0.5,90.0,370.0,entree_side,none
4888,Wendy's,Grilled Chicken Breast,"Natural-Cut Fries, Small",,450.0,17.0,43.0,0.0,34.0,3.0,90.0,690.0,entree_side,none
4889,Wendy's,Grilled Chicken Breast,Bacon Cheese Baked Potato,,610.0,19.0,66.0,6.0,46.0,7.5,130.0,1150.0,entree_side,breakfast
