,brand_name,entree,side,dessert,calories,total_fat,carbs,sugar,protein,saturated_fat,cholesterol,sodium,meal_type,tag
6131,Taco Bell,Shredded Chicken Mini Quesadilla,Chips and Salsa,,380.0,18.0,39.0,4.0,13.0,4.0,40.0,810.0,entree_side,none
6134,Taco Bell,Shredded Chicken Mini Quesadilla,Cheesy Roll Up,,380.0,19.0,30.0,2.0,19.0,8.5,60.0,920.0,entree_side,none
6135,Taco Bell,Shredded Chicken Mini Quesadilla,New Classic Tortilla Chips,,340.0,18.0,31.0,1.0,12.0,4.0,40.0,700.0,entree_side,none
6136,Taco Bell,Shredded Chicken Mini Quesadilla,"Tortilla Chips, Mild",,340.0,18.0,31.0,2.0,12.0,4.0,40.0,620.0,entree_side,none
6137,Taco Bell,Shredded Chicken Mini Quesadilla,Black Beans & Rice,,390.0,14.0,50.0,1.0,15.0,3.5,40.0,880.0,entree_side,none
6139,Taco Bell,Shredded Chicken Mini Quesadilla,Pintos 'n Cheese,,390.0,17.0,37.0,2.0,20.0,6.5,50.0,1170.0,entree_side,none
6140,Taco Bell,Shredded Chicken Mini Quesadilla,Seasoned Rice,,320.0,12.0,38.0,1.0,12.0,3.5,40.0,680.0,entree_side,none
6146,Taco Bell,Shredded Chicken Mini Quesadilla,"Tortilla Chips, Fire!",,340.0,18.0,31.0,2.0,12.0,4.0,40.0,610.0,entree_side,none
6147,Taco Bell,Shredded Chicken Mini Quesadilla,"Tortilla Chips, Mild",,340.0,18.0,31.0,2.0,12.0,4.0,40.0,620.0,entree_side,none
6148,Taco Bell,Shredded Chicken Mini Quesadilla,Chips and Pico de Gallo,,370.0,18.0,37.0,2.0,12.0,4.0,40.0,660.0,entree_side,none
6151,Taco Bell,Grilled Breakfast Burrito - Fiesta Potato,Black Beans,,420.0,15.5,55.0,3.0,13.0,3.5,100.0,980.0,entree_side,breakfast
6158,Taco Bell,Grilled Breakfast Burrito - Fiesta Potato,Black Beans & Rice,,530.0,18.0,78.0,3.0,15.0,3.5,100.0,1170.0,entree_side,breakfast
6161,Taco Bell,Grilled Breakfast Burrito - Fiesta Potato,Seasoned Rice,,460.0,16.0,66.0,3.0,12.0,3.5,100.0,970.0,entree_side,breakfast
6172,Taco Bell,Burrito Supreme - Beef,Black Beans,,480.0,16.5,64.0,4.0,20.0,6.0,30.0,1340.0,entree_side,none
6179,Taco Bell,Burrito Supreme - Beef,Black Beans & Rice,,590.0,19.0,87.0,4.0,22.0,6.0,30.0,1530.0,entree_side,none
6182,Taco Bell,Burrito Supreme - Beef,Seasoned Rice,,520.0,17.0,75.0,4.0,19.0,6.0,30.0,1330.0,entree_side,none
6193,Taco Bell,Double Decker Taco Supreme,Black Beans,,420.0,16.5,51.0,3.0,17.0,6.0,30.0,930.0,entree_side,none
6200,Taco Bell,Double Decker Taco Supreme,Black Beans & Rice,,530.0,19.0,74.0,3.0,19.0,6.0,30.0,1120.0,entree_side,none
6203,Taco Bell,Double Decker Taco Supreme,Seasoned Rice,,460.0,17.0,62.0,3.0,16.0,6.0,30.0,920.0,entree_side,none
6214,Taco Bell,Gordita Supreme - Chicken,Black Beans,,340.0,10.5,41.0,5.0,19.0,3.0,35.0,740.0,entree_side,none
6218,Taco Bell,Gordita Supreme - Chicken,Cheesy Roll Up,,440.0,18.0,44.0,6.0,25.0,8.0,55.0,970.0,entree_side,none
6219,Taco Bell,Gordita Supreme - Chicken,New Classic Tortilla Chips,,400.0,17.0,45.0,5.0,18.0,3.5,35.0,750.0,entree_side,none
6220,Taco Bell,Gordita Supreme - Chicken,"Tortilla Chips, Mild",,400.0,17.0,45.0,6.0,18.0,3.5,35.0,670.0,entree_side,none
6221,Taco Bell,Gordita Supreme - Chicken,Black Beans & Rice,,450.0,13.0,64.0,5.0,21.0,3.0,35.0,930.0,entree_side,none
6223,Taco Bell,Gordita Supreme - Chicken,Pintos 'n Cheese,,450.0,16.0,51.0,6.0,26.0,6.0,45.0,1220.0,entree_side,none
6224,Taco Bell,Gordita Supreme - Chicken,Seasoned Rice,,380.0,11.0,52.0,5.0,18.0,3.0,35.0,730.0,entree_side,none
6230,Taco Bell,Gordita Supreme - Chicken,"Tortilla Chips, Fire!",,400.0,17.0,45.0,6.0,18.0,3.5,35.0,660.0,entree_side,none
6231,Taco Bell,Gordita Supreme - Chicken,"Tortilla Chips, Mild",,400.0,17.0,45.0,6.0,18.0,3.5,35.0,670.0,entree_side,none
6232,Taco Bell,Gordita Supreme - Chicken,Chips and Pico de Gallo,,430.0,17.0,51.0,6.0,18.0,3.5,35.0,710.0,entree_side,none
6277,Taco Bell,Chipotle Chicken Loaded Griller,Black Beans,,420.0,17.5,48.0,3.0,17.0,4.5,35.0,970.0,entree_side,none
6287,Taco Bell,Chipotle Chicken Loaded Griller,Seasoned Rice,,460.0,18.0,59.0,3.0,16.0,4.5,35.0,960.0,entree_side,none
6319,Taco Bell,Breakfast Soft Taco - Bacon,Black Beans,,310.0,15.5,27.0,1.0,15.0,5.0,120.0,760.0,entree_side,breakfast
6326,Taco Bell,Breakfast Soft Taco - Bacon,Black Beans & Rice,,420.0,18.0,50.0,1.0,17.0,5.0,120.0,950.0,entree_side,breakfast
6329,Taco Bell,Breakfast Soft Taco - Bacon,Seasoned Rice,,350.0,16.0,38.0,1.0,14.0,5.0,120.0,750.0,entree_side,breakfast
6340,Taco Bell,Crunchy Taco Supreme,Black Beans,,270.0,12.5,27.0,2.0,11.0,4.5,30.0,540.0,entree_side,none
6341,Taco Bell,Crunchy Taco Supreme,Chips and Salsa,,370.0,19.0,39.0,5.0,11.0,5.0,30.0,660.0,entree_side,none
6345,Taco Bell,Crunchy Taco Supreme,New Classic Tortilla Chips,,330.0,19.0,31.0,2.0,10.0,5.0,30.0,550.0,entree_side,none
6346,Taco Bell,Crunchy Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,470.0,entree_side,none
6347,Taco Bell,Crunchy Taco Supreme,Black Beans & Rice,,380.0,15.0,50.0,2.0,13.0,4.5,30.0,730.0,entree_side,none
6349,Taco Bell,Crunchy Taco Supreme,Pintos 'n Cheese,,380.0,18.0,37.0,3.0,18.0,7.5,40.0,1020.0,entree_side,none
6350,Taco Bell,Crunchy Taco Supreme,Seasoned Rice,,310.0,13.0,38.0,2.0,10.0,4.5,30.0,530.0,entree_side,none
6356,Taco Bell,Crunchy Taco Supreme,"Tortilla Chips, Fire!",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,460.0,entree_side,none
6357,Taco Bell,Crunchy Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,470.0,entree_side,none
6358,Taco Bell,Crunchy Taco Supreme,Chips and Pico de Gallo,,360.0,19.0,37.0,3.0,10.0,5.0,30.0,510.0,entree_side,none
6361,Taco Bell,Burrito Supreme - Chicken,Black Beans,,460.0,13.5,61.0,4.0,23.0,5.0,35.0,1310.0,entree_side,none
6368,Taco Bell,Burrito Supreme - Chicken,Black Beans & Rice,,570.0,16.0,84.0,4.0,25.0,5.0,35.0,1500.0,entree_side,none
6370,Taco Bell,Burrito Supreme - Chicken,Pintos 'n Cheese,,570.0,19.0,71.0,5.0,30.0,8.0,45.0,1790.0,entree_side,none
6371,Taco Bell,Burrito Supreme - Chicken,Seasoned Rice,,500.0,14.0,72.0,4.0,22.0,5.0,35.0,1300.0,entree_side,none
6382,Taco Bell,Chili Cheese Burrito (regional),Black Beans,,450.0,18.5,52.0,2.0,19.0,8.0,40.0,1160.0,entree_side,none
6392,Taco Bell,Chili Cheese Burrito (regional),Seasoned Rice,,490.0,19.0,63.0,2.0,18.0,8.0,40.0,1150.0,entree_side,none
6403,Taco Bell,Fiery Doritos Locos Taco Supreme,Black Beans,,270.0,12.5,27.0,2.0,11.0,4.5,30.0,590.0,entree_side,none
6404,Taco Bell,Fiery Doritos Locos Taco Supreme,Chips and Salsa,,370.0,19.0,39.0,5.0,11.0,5.0,30.0,710.0,entree_side,none
6408,Taco Bell,Fiery Doritos Locos Taco Supreme,New Classic Tortilla Chips,,330.0,19.0,31.0,2.0,10.0,5.0,30.0,600.0,entree_side,none
6409,Taco Bell,Fiery Doritos Locos Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,520.0,entree_side,none
6410,Taco Bell,Fiery Doritos Locos Taco Supreme,Black Beans & Rice,,380.0,15.0,50.0,2.0,13.0,4.5,30.0,780.0,entree_side,none
6412,Taco Bell,Fiery Doritos Locos Taco Supreme,Pintos 'n Cheese,,380.0,18.0,37.0,3.0,18.0,7.5,40.0,1070.0,entree_side,none
6413,Taco Bell,Fiery Doritos Locos Taco Supreme,Seasoned Rice,,310.0,13.0,38.0,2.0,10.0,4.5,30.0,580.0,entree_side,none
6419,Taco Bell,Fiery Doritos Locos Taco Supreme,"Tortilla Chips, Fire!",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,510.0,entree_side,none
6420,Taco Bell,Fiery Doritos Locos Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,520.0,entree_side,none
6421,Taco Bell,Fiery Doritos Locos Taco Supreme,Chips and Pico de Gallo,,360.0,19.0,37.0,3.0,10.0,5.0,30.0,560.0,entree_side,none
6466,Taco Bell,Cool Ranch Doritos Double Decker Taco,Black Beans,,400.0,14.5,48.0,2.0,16.0,5.0,25.0,970.0,entree_side,none
6473,Taco Bell,Cool Ranch Doritos Double Decker Taco,Black Beans & Rice,,510.0,17.0,71.0,2.0,18.0,5.0,25.0,1160.0,entree_side,none
6476,Taco Bell,Cool Ranch Doritos Double Decker Taco,Seasoned Rice,,440.0,15.0,59.0,2.0,15.0,5.0,25.0,960.0,entree_side,none
6487,Taco Bell,Fresco Burrito Supreme - Chicken,Black Beans,,420.0,9.5,60.0,4.0,21.0,2.5,25.0,1270.0,entree_side,none
6488,Taco Bell,Fresco Burrito Supreme - Chicken,Chips and Salsa,,520.0,16.0,72.0,7.0,21.0,3.0,25.0,1390.0,entree_side,none
6491,Taco Bell,Fresco Burrito Supreme - Chicken,Cheesy Roll Up,,520.0,17.0,63.0,5.0,27.0,7.5,45.0,1500.0,entree_side,none
6492,Taco Bell,Fresco Burrito Supreme - Chicken,New Classic Tortilla Chips,,480.0,16.0,64.0,4.0,20.0,3.0,25.0,1280.0,entree_side,none
6493,Taco Bell,Fresco Burrito Supreme - Chicken,"Tortilla Chips, Mild",,480.0,16.0,64.0,5.0,20.0,3.0,25.0,1200.0,entree_side,none
6494,Taco Bell,Fresco Burrito Supreme - Chicken,Black Beans & Rice,,530.0,12.0,83.0,4.0,23.0,2.5,25.0,1460.0,entree_side,none
6496,Taco Bell,Fresco Burrito Supreme - Chicken,Pintos 'n Cheese,,530.0,15.0,70.0,5.0,28.0,5.5,35.0,1750.0,entree_side,none
6497,Taco Bell,Fresco Burrito Supreme - Chicken,Seasoned Rice,,460.0,10.0,71.0,4.0,20.0,2.5,25.0,1260.0,entree_side,none
6503,Taco Bell,Fresco Burrito Supreme - Chicken,"Tortilla Chips, Fire!",,480.0,16.0,64.0,5.0,20.0,3.0,25.0,1190.0,entree_side,none
6504,Taco Bell,Fresco Burrito Supreme - Chicken,"Tortilla Chips, Mild",,480.0,16.0,64.0,5.0,20.0,3.0,25.0,1200.0,entree_side,none
6505,Taco Bell,Fresco Burrito Supreme - Chicken,Chips and Pico de Gallo,,510.0,16.0,70.0,5.0,20.0,3.0,25.0,1240.0,entree_side,none
6508,Taco Bell,Fresco Crunchy Taco - Beef,Black Beans,,220.0,8.5,26.0,1.0,9.0,2.5,15.0,500.0,entree_side,none
6509,Taco Bell,Fresco Crunchy Taco - Beef,Chips and Salsa,,320.0,15.0,38.0,4.0,9.0,3.0,15.0,620.0,entree_side,none
6512,Taco Bell,Fresco Crunchy Taco - Beef,Cheesy Roll Up,,320.0,16.0,29.0,2.0,15.0,7.5,35.0,730.0,entree_side,none
6513,Taco Bell,Fresco Crunchy Taco - Beef,New Classic Tortilla Chips,,280.0,15.0,30.0,1.0,8.0,3.0,15.0,510.0,entree_side,none
6514,Taco Bell,Fresco Crunchy Taco - Beef,"Tortilla Chips, Mild",,280.0,15.0,30.0,2.0,8.0,3.0,15.0,430.0,entree_side,none
6515,Taco Bell,Fresco Crunchy Taco - Beef,Black Beans & Rice,,330.0,11.0,49.0,1.0,11.0,2.5,15.0,690.0,entree_side,none
6516,Taco Bell,Fresco Crunchy Taco - Beef,Hashbrown,,300.0,19.0,27.0,1.0,7.0,3.5,15.0,570.0,entree_side,none
6517,Taco Bell,Fresco Crunchy Taco - Beef,Pintos 'n Cheese,,330.0,14.0,36.0,2.0,16.0,5.5,25.0,980.0,entree_side,none
6518,Taco Bell,Fresco Crunchy Taco - Beef,Seasoned Rice,,260.0,9.0,37.0,1.0,8.0,2.5,15.0,490.0,entree_side,none
6520,Taco Bell,Fresco Crunchy Taco - Beef,Cheesy Fiesta Potatoes,,370.0,19.0,42.0,3.0,9.0,4.5,20.0,820.0,entree_side,none
6522,Taco Bell,Fresco Crunchy Taco - Beef,Chips and Nacho Cheese Sauce,,360.0,19.0,38.0,3.0,9.0,3.5,20.0,630.0,entree_side,none
6524,Taco Bell,Fresco Crunchy Taco - Beef,"Tortilla Chips, Fire!",,280.0,15.0,30.0,2.0,8.0,3.0,15.0,420.0,entree_side,none
6525,Taco Bell,Fresco Crunchy Taco - Beef,"Tortilla Chips, Mild",,280.0,15.0,30.0,2.0,8.0,3.0,15.0,430.0,entree_side,none
6526,Taco Bell,Fresco Crunchy Taco - Beef,Chips and Pico de Gallo,,310.0,15.0,36.0,2.0,8.0,3.0,15.0,470.0,entree_side,none
6550,Taco Bell,Double Decker Taco,Black Beans,,400.0,14.5,48.0,2.0,16.0,4.5,25.0,910.0,entree_side,none
6557,Taco Bell,Double Decker Taco,Black Beans & Rice,,510.0,17.0,71.0,2.0,18.0,4.5,25.0,1100.0,entree_side,none
6560,Taco Bell,Double Decker Taco,Seasoned Rice,,440.0,15.0,59.0,2.0,15.0,4.5,25.0,900.0,entree_side,none
6592,Taco Bell,Spicy Potato Soft Taco,Black Beans,,310.0,13.5,39.0,1.0,8.0,3.0,10.0,660.0,entree_side,none
6599,Taco Bell,Spicy Potato Soft Taco,Black Beans & Rice,,420.0,16.0,62.0,1.0,10.0,3.0,10.0,850.0,entree_side,none
6601,Taco Bell,Spicy Potato Soft Taco,Pintos 'n Cheese,,420.0,19.0,49.0,2.0,15.0,6.0,20.0,1140.0,entree_side,none
6602,Taco Bell,Spicy Potato Soft Taco,Seasoned Rice,,350.0,14.0,50.0,1.0,7.0,3.0,10.0,650.0,entree_side,none
6676,Taco Bell,Fiery Doritos Locos Taco,Black Beans,,250.0,10.5,25.0,1.0,11.0,3.5,25.0,570.0,entree_side,none
6677,Taco Bell,Fiery Doritos Locos Taco,Chips and Salsa,,350.0,17.0,37.0,4.0,11.0,4.0,25.0,690.0,entree_side,none
6680,Taco Bell,Fiery Doritos Locos Taco,Cheesy Roll Up,,350.0,18.0,28.0,2.0,17.0,8.5,45.0,800.0,entree_side,none
6681,Taco Bell,Fiery Doritos Locos Taco,New Classic Tortilla Chips,,310.0,17.0,29.0,1.0,10.0,4.0,25.0,580.0,entree_side,none
6682,Taco Bell,Fiery Doritos Locos Taco,"Tortilla Chips, Mild",,310.0,17.0,29.0,2.0,10.0,4.0,25.0,500.0,entree_side,none
6683,Taco Bell,Fiery Doritos Locos Taco,Black Beans & Rice,,360.0,13.0,48.0,1.0,13.0,3.5,25.0,760.0,entree_side,none
6685,Taco Bell,Fiery Doritos Locos Taco,Pintos 'n Cheese,,360.0,16.0,35.0,2.0,18.0,6.5,35.0,1050.0,entree_side,none
6686,Taco Bell,Fiery Doritos Locos Taco,Seasoned Rice,,290.0,11.0,36.0,1.0,10.0,3.5,25.0,560.0,entree_side,none
6692,Taco Bell,Fiery Doritos Locos Taco,"Tortilla Chips, Fire!",,310.0,17.0,29.0,2.0,10.0,4.0,25.0,490.0,entree_side,none
6693,Taco Bell,Fiery Doritos Locos Taco,"Tortilla Chips, Mild",,310.0,17.0,29.0,2.0,10.0,4.0,25.0,500.0,entree_side,none
6694,Taco Bell,Fiery Doritos Locos Taco,Chips and Pico de Gallo,,340.0,17.0,35.0,2.0,10.0,4.0,25.0,540.0,entree_side,none
6739,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Black Beans,,270.0,12.5,27.0,2.0,11.0,4.5,30.0,580.0,entree_side,none
6740,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Chips and Salsa,,370.0,19.0,39.0,5.0,11.0,5.0,30.0,700.0,entree_side,none
6744,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,New Classic Tortilla Chips,,330.0,19.0,31.0,2.0,10.0,5.0,30.0,590.0,entree_side,none
6745,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,510.0,entree_side,none
6746,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Black Beans & Rice,,380.0,15.0,50.0,2.0,13.0,4.5,30.0,770.0,entree_side,none
6748,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Pintos 'n Cheese,,380.0,18.0,37.0,3.0,18.0,7.5,40.0,1060.0,entree_side,none
6749,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Seasoned Rice,,310.0,13.0,38.0,2.0,10.0,4.5,30.0,570.0,entree_side,none
6755,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,"Tortilla Chips, Fire!",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,500.0,entree_side,none
6756,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,"Tortilla Chips, Mild",,330.0,19.0,31.0,3.0,10.0,5.0,30.0,510.0,entree_side,none
6757,Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,Chips and Pico de Gallo,,360.0,19.0,37.0,3.0,10.0,5.0,30.0,550.0,entree_side,none
6760,Taco Bell,Breakfast Soft Taco - Sausage,Black Beans,,310.0,15.5,27.0,1.0,12.0,5.0,115.0,600.0,entree_side,breakfast
6767,Taco Bell,Breakfast Soft Taco - Sausage,Black Beans & Rice,,420.0,18.0,50.0,1.0,14.0,5.0,115.0,790.0,entree_side,breakfast
6770,Taco Bell,Breakfast Soft Taco - Sausage,Seasoned Rice,,350.0,16.0,38.0,1.0,11.0,5.0,115.0,590.0,entree_side,breakfast
6781,Taco Bell,Double Tostada (regional),Black Beans,,350.0,12.5,44.0,2.0,15.0,4.0,15.0,860.0,entree_side,none
6782,Taco Bell,Double Tostada (regional),Chips and Salsa,,450.0,19.0,56.0,5.0,15.0,4.5,15.0,980.0,entree_side,none
6786,Taco Bell,Double Tostada (regional),New Classic Tortilla Chips,,410.0,19.0,48.0,2.0,14.0,4.5,15.0,870.0,entree_side,none
6787,Taco Bell,Double Tostada (regional),"Tortilla Chips, Mild",,410.0,19.0,48.0,3.0,14.0,4.5,15.0,790.0,entree_side,none
6788,Taco Bell,Double Tostada (regional),Black Beans & Rice,,460.0,15.0,67.0,2.0,17.0,4.0,15.0,1050.0,entree_side,none
6790,Taco Bell,Double Tostada (regional),Pintos 'n Cheese,,460.0,18.0,54.0,3.0,22.0,7.0,25.0,1340.0,entree_side,none
6791,Taco Bell,Double Tostada (regional),Seasoned Rice,,390.0,13.0,55.0,2.0,14.0,4.0,15.0,850.0,entree_side,none
6797,Taco Bell,Double Tostada (regional),"Tortilla Chips, Fire!",,410.0,19.0,48.0,3.0,14.0,4.5,15.0,780.0,entree_side,none
6798,Taco Bell,Double Tostada (regional),"Tortilla Chips, Mild",,410.0,19.0,48.0,3.0,14.0,4.5,15.0,790.0,entree_side,none
6799,Taco Bell,Double Tostada (regional),Chips and Pico de Gallo,,440.0,19.0,54.0,3.0,14.0,4.5,15.0,830.0,entree_side,none
6800,Taco Bell,Tequila (80 proof) - Double - LV,Nacho Fries,,570.0,18.0,35.0,2.0,4.0,1.5,5.0,630.0,entree_side,none
6802,Taco Bell,Tequila (80 proof) - Double - LV,Black Beans,,330.0,1.5,12.0,0.0,3.0,0.0,0.0,200.0,entree_side,none
6803,Taco Bell,Tequila (80 proof) - Double - LV,Chips and Salsa,,430.0,8.0,24.0,3.0,3.0,0.5,0.0,320.0,entree_side,none
6806,Taco Bell,Tequila (80 proof) - Double - LV,Cheesy Roll Up,,430.0,9.0,15.0,1.0,9.0,5.0,20.0,430.0,entree_side,none
6807,Taco Bell,Tequila (80 proof) - Double - LV,New Classic Tortilla Chips,,390.0,8.0,16.0,0.0,2.0,0.5,0.0,210.0,entree_side,none
6808,Taco Bell,Tequila (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6809,Taco Bell,Tequila (80 proof) - Double - LV,Black Beans & Rice,,440.0,4.0,35.0,0.0,5.0,0.0,0.0,390.0,entree_side,none
6810,Taco Bell,Tequila (80 proof) - Double - LV,Hashbrown,,410.0,12.0,13.0,0.0,1.0,1.0,0.0,270.0,entree_side,none
6811,Taco Bell,Tequila (80 proof) - Double - LV,Pintos 'n Cheese,,440.0,7.0,22.0,1.0,10.0,3.0,10.0,680.0,entree_side,none
6812,Taco Bell,Tequila (80 proof) - Double - LV,Seasoned Rice,,370.0,2.0,23.0,0.0,2.0,0.0,0.0,190.0,entree_side,none
6814,Taco Bell,Tequila (80 proof) - Double - LV,Cheesy Fiesta Potatoes,,480.0,12.0,28.0,2.0,3.0,2.0,5.0,520.0,entree_side,none
6815,Taco Bell,Tequila (80 proof) - Double - LV,Chips and Guacamole,,480.0,14.0,23.0,1.0,3.0,1.5,0.0,310.0,entree_side,none
6816,Taco Bell,Tequila (80 proof) - Double - LV,Chips and Nacho Cheese Sauce,,470.0,12.0,24.0,2.0,3.0,1.0,5.0,330.0,entree_side,none
6818,Taco Bell,Tequila (80 proof) - Double - LV,"Tortilla Chips, Fire!",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,120.0,entree_side,none
6819,Taco Bell,Tequila (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6820,Taco Bell,Tequila (80 proof) - Double - LV,Chips and Pico de Gallo,,420.0,8.0,22.0,1.0,2.0,0.5,0.0,170.0,entree_side,none
6821,Taco Bell,Rum (80 proof) - Double - LV,Nacho Fries,,570.0,18.0,35.0,2.0,4.0,1.5,5.0,630.0,entree_side,none
6823,Taco Bell,Rum (80 proof) - Double - LV,Black Beans,,330.0,1.5,12.0,0.0,3.0,0.0,0.0,200.0,entree_side,none
6824,Taco Bell,Rum (80 proof) - Double - LV,Chips and Salsa,,430.0,8.0,24.0,3.0,3.0,0.5,0.0,320.0,entree_side,none
6827,Taco Bell,Rum (80 proof) - Double - LV,Cheesy Roll Up,,430.0,9.0,15.0,1.0,9.0,5.0,20.0,430.0,entree_side,none
6828,Taco Bell,Rum (80 proof) - Double - LV,New Classic Tortilla Chips,,390.0,8.0,16.0,0.0,2.0,0.5,0.0,210.0,entree_side,none
6829,Taco Bell,Rum (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6830,Taco Bell,Rum (80 proof) - Double - LV,Black Beans & Rice,,440.0,4.0,35.0,0.0,5.0,0.0,0.0,390.0,entree_side,none
6831,Taco Bell,Rum (80 proof) - Double - LV,Hashbrown,,410.0,12.0,13.0,0.0,1.0,1.0,0.0,270.0,entree_side,none
6832,Taco Bell,Rum (80 proof) - Double - LV,Pintos 'n Cheese,,440.0,7.0,22.0,1.0,10.0,3.0,10.0,680.0,entree_side,none
6833,Taco Bell,Rum (80 proof) - Double - LV,Seasoned Rice,,370.0,2.0,23.0,0.0,2.0,0.0,0.0,190.0,entree_side,none
6835,Taco Bell,Rum (80 proof) - Double - LV,Cheesy Fiesta Potatoes,,480.0,12.0,28.0,2.0,3.0,2.0,5.0,520.0,entree_side,none
6836,Taco Bell,Rum (80 proof) - Double - LV,Chips and Guacamole,,480.0,14.0,23.0,1.0,3.0,1.5,0.0,310.0,entree_side,none
6837,Taco Bell,Rum (80 proof) - Double - LV,Chips and Nacho Cheese Sauce,,470.0,12.0,24.0,2.0,3.0,1.0,5.0,330.0,entree_side,none
6839,Taco Bell,Rum (80 proof) - Double - LV,"Tortilla Chips, Fire!",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,120.0,entree_side,none
6840,Taco Bell,Rum (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6841,Taco Bell,Rum (80 proof) - Double - LV,Chips and Pico de Gallo,,420.0,8.0,22.0,1.0,2.0,0.5,0.0,170.0,entree_side,none
6842,Taco Bell,Vodka (80 proof) - Double - LV,Nacho Fries,,570.0,18.0,35.0,2.0,4.0,1.5,5.0,630.0,entree_side,none
6844,Taco Bell,Vodka (80 proof) - Double - LV,Black Beans,,330.0,1.5,12.0,0.0,3.0,0.0,0.0,200.0,entree_side,none
6845,Taco Bell,Vodka (80 proof) - Double - LV,Chips and Salsa,,430.0,8.0,24.0,3.0,3.0,0.5,0.0,320.0,entree_side,none
6848,Taco Bell,Vodka (80 proof) - Double - LV,Cheesy Roll Up,,430.0,9.0,15.0,1.0,9.0,5.0,20.0,430.0,entree_side,none
6849,Taco Bell,Vodka (80 proof) - Double - LV,New Classic Tortilla Chips,,390.0,8.0,16.0,0.0,2.0,0.5,0.0,210.0,entree_side,none
6850,Taco Bell,Vodka (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6851,Taco Bell,Vodka (80 proof) - Double - LV,Black Beans & Rice,,440.0,4.0,35.0,0.0,5.0,0.0,0.0,390.0,entree_side,none
6852,Taco Bell,Vodka (80 proof) - Double - LV,Hashbrown,,410.0,12.0,13.0,0.0,1.0,1.0,0.0,270.0,entree_side,none
6853,Taco Bell,Vodka (80 proof) - Double - LV,Pintos 'n Cheese,,440.0,7.0,22.0,1.0,10.0,3.0,10.0,680.0,entree_side,none
6854,Taco Bell,Vodka (80 proof) - Double - LV,Seasoned Rice,,370.0,2.0,23.0,0.0,2.0,0.0,0.0,190.0,entree_side,none
6856,Taco Bell,Vodka (80 proof) - Double - LV,Cheesy Fiesta Potatoes,,480.0,12.0,28.0,2.0,3.0,2.0,5.0,520.0,entree_side,none
6857,Taco Bell,Vodka (80 proof) - Double - LV,Chips and Guacamole,,480.0,14.0,23.0,1.0,3.0,1.5,0.0,310.0,entree_side,none
6858,Taco Bell,Vodka (80 proof) - Double - LV,Chips and Nacho Cheese Sauce,,470.0,12.0,24.0,2.0,3.0,1.0,5.0,330.0,entree_side,none
6860,Taco Bell,Vodka (80 proof) - Double - LV,"Tortilla Chips, Fire!",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,120.0,entree_side,none
6861,Taco Bell,Vodka (80 proof) - Double - LV,"Tortilla Chips, Mild",,390.0,8.0,16.0,1.0,2.0,0.5,0.0,130.0,entree_side,none
6862,Taco Bell,Vodka (80 proof) - Double - LV,Chips and Pico de Gallo,,420.0,8.0,22.0,1.0,2.0,0.5,0.0,170.0,entree_side,none
6865,Taco Bell,Sausage Flatbread Quesadilla,Black Beans,,410.0,19.5,39.0,3.0,17.0,6.0,120.0,720.0,entree_side,breakfast
6886,Taco Bell,Mini Skillet Bowl,Black Beans,,260.0,12.5,28.0,1.0,8.0,2.0,100.0,630.0,entree_side,none
